ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,14,15,19,29,40,64,91,123,192,247,269,291,318,353,360,472,498,502,514,514,561,761,854,857,860,974,998,852,920,916,861,908,810,807,689,840,846,522,356,404,409,428,454,525,556,506,456,644,620,751,…,Thousand Metric Tons,Sulphuric Acid,Bulgaria,BG,National,Mitchell,Annual Production
