ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_PK,,,,5815,5815,5821,5821,6135,,,,,6410,5938,5580,8232,10934,11166,11383,11624,11869,,,,…,8424,8696,8990,7899,8044,8193,8348,8509,8660,8841,9014,9195,9462,9662,10242,10856,11508,12198,12900,13708,14533,15361,15652,17120,18006,19006,24636,25649,26714,25566,28355,29155,29999,27811,28624,29438,31214,32219,33256,34362,35491,In Thousands Of Metric Tons,Milk,Pakistan,PK,National,Mitchell,Annual Production
