ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_AO,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,,,,,,,9,10,51,51,67,104,471,800,905,655,631,537,750,2458,5065,5721,7057,8154,8541,7791,7564,7062,6469,7200,7428,7158,6400,8790,10074,11452,13926,17506,22320,22642,23553,24731,26544,25346,27193,32132,34777,35149,36382,36853,36705,36469,44758,43733,49442.66,62314,70494,84908,95302,Thousand Metric Tons,Crude Petroleum,Angola,AO,National,Mitchell,Annual Production
