ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_CZ,…,,,,,,,,,,,,,,,,4633,4616,,3877,3194,2846,2403,1984,1897,2049,2649,2417,2258,2618,3272,3555,3587,3244,3264,3521,3711,3742,3764,3771,3830,3945,3664,3535,3763,3924,4169,4335,4554,4751,4794,4924,5123,5430,5503,5463,5400,5530,5641,5664,5909,5918,5931,6496,6763,6883,7015,6921,6963,7101,6931,5826,5785,In Thousands Of Tons,Milk,Czechoslovakia,CZ,National,Mitchell,Annual Production
