ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_GA,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,,,,,,,,173,505,753,800,774,827,887,1058,1264,1447,3444,4642,5027,5423,5785,6304,7598,10202,11096,11326,11267,10600,10316,8895,7652,7792,7870,7919,8626,8295,7783,7968,10928,13495,14745,14658,15583,17214,18419,18561,18768,17792,15874,13797,13087,12783,13696,13696,13493,12073,12276,11972,Thousand Metric Tons,Crude Petroleum,Gabon,GA,National,Mitchell,Annual Production
