ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_PL,,,,,,,,,,,,,,9265,,,,,10310,,,,,,,…,2793,3399,,,,,9091,9293,9613,9903,10278,11043,11859,12302,12488,12759,12861,12641,12592,13331,14221,14480,14642,14758,14948,15147,15765,16243,16667,16375,16519,16935,17105,16942,16480,15326,15278,16081,16730,16433,15778,15532,15420,16404,16170,14442,13153,12680,12222,11642,11696,12123,12596,12284,11889,11884,11873,11892,11822,12400,11982.4,12096,12425.3,12447.2,12278.7,In Thousands Of Tons,Milk,Poland,PL,National,Mitchell,Annual Production
