ID,1860,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_DE,,,,75,,,,43,47,45,55,86,85,86,92,112,130,214,237,245,285,283,292,316,330,389,420,423,446,477,511,504,553,584,636,689,703,708,798,836,998,1059,1129,1159,1151,1223,1381,1500,1650,1727,1506,1138,,1104,928.5,442,579.5,908,1040,,744,961,1239,1448,1555,1704,1475,1105,939,1213,1307,1574,1765,2050,2272,2716,2140,2362,2514,2543,2199,3064,…,…,2781,1387,1225,1370,1601,1618,1474,1504,1640,1536,Thousand Metric Tons,Sulphuric Acid,Germany,DE,National,Mitchell,Annual Production
