ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_NG,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,,,,,,,,1,260,542,850,2271,3328,3772,5953,13538,21000,16817,7127,27001,54203,76377,90918,101765,111578,88440,103479,102969,94760,114500,104190,70920,63630,61048,69240,74180,72805,62097,68137,85815,86335,94655,97850,95260,91045,93057,104439,111058,102931,101505,108541,112715,97957,113914,122948,122488,115893,107067,102499,Thousand Metric Tons,Crude Petroleum,Nigeria,NG,National,Mitchell,Annual Production
