ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_HT,,,,,,,,,5,5,5,12,10,6,7,11,13,13,13,19,19,21,25,23,33,38,37,41,41,40,32,35,44,58,46,…,40,45,41,43,50,58,58,55,46,53,58,57,46,49,60,73,70,69,61,65,59,61,63,59,64,69,70,66,69,58,54,48,52,61,54,52,66,49,50,57,41,33,30,45,35,28,23,30,15,5,8,9,5,5,5,5,5,,,,,,,,,In Thousand Metric Tons,Sugar Output,Haiti,HT,National,Mitchell,Annual Production
