ID,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,8,8,7,7,8,7,7,7,8,11,11,13,16,15,23,13,15,10,25,25,13,26,17,25,39,56,57,41,36,31,30,33,35,33,35,35,35,41,44,43,44,40,…,58,62,58,64,71,52,58,82,88,98,109,135,142,129,141,127,157,167,161,155,187,225,200,222,171,204,239,271,314,386,545,519,410,377,397,444,,532,464,576,589,629,712,701,839,918,1062,1049,1131,1362,1318,1390,1682,1687,1675,1661,1910,1801,2000,2345.4,1872.14,1654.82,1622.64,1839.17,1839.17,In Thousand Metric Tons,Sugar Output,Guatemala,GT,National,Mitchell,Annual Production
