ID,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_BR,1856,1901,1957,2016,2076,2138,2321,2371,2459,2514,2521,3828,3862,3934,4305,,,,,,,,,,2377,2495,2562,2833,3215,3441,3673,4238,4407,4603,4792,5052,5227,5460,5550,6340,6775,6889,6905,7235,7253,7353,7346,7323,7763,9022,9971,10667,9862,10500,10503,11956,…,11817,11818,12303,12452,12879,13399,13941,14518,15003,15547,16273,16074,16273,16985,19089,19245,19273,19661,20380,21146,22315,23315,23320,23320,26185.6,26137.3,28440.5,30007.8,31667.6,In Thousands Of Metric Tons,Milk,Brazil,BR,National,Mitchell,Annual Production
