ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_West Germany,,…,11989,10685,13424,17057,22533,25849,27318.5,27247,30912,33917,38886,40941,44300,47324,51492,55215,59156,66521,67439,70206,71342,73231,78795,81609,84474,85881,87450,87688,88426,91391,90017,87919,87851,89569,90857,91183,91626,87725,88375,89129,87804,88166,,,In Thousands Of Hectolitres,Beer,West Germany,West Germany,National,Mitchell,Annual Production
