ID,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_CD,1290,1290,1169,1239,1164,1286,1398,1269,1244,1218,1155,Thousand Metric Tons,Crude Petroleum,Democratic Republic of the Congo,CD,National,Mitchell,Annual Production
