ID,2013,2015,2015,2015,2015,2016,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Technology Mid-Type Unknown_Cumulative total capacity_AU,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Technology Mid-Type Unknown,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Technology Mid-Type Unknown_Cumulative total capacity_AU,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Mid-Type Unknown,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Technology Mid-Type Unknown_Cumulative total capacity_AU,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Technology Mid-Type Unknown,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Technology Mid-Type Unknown_Cumulative total capacity_AU,,,,,,,,Technology Mid-Type Unknown,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Technology Mid-Type Unknown_Cumulative total capacity_AU,,,,,,,,Technology Mid-Type Unknown,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Technology Mid-Type Unknown_Cumulative total capacity_AU,1.0,10.0,5.0,10.0,1.6,0.0,0.0,Technology Mid-Type Unknown,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Technology Mid-Type Unknown_Cumulative total capacity_AU,163.0,50.0,50.0,20.0,64.0,,,Technology Mid-Type Unknown,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Technology Mid-Type Unknown_Cumulative total capacity_AU,163,5,10,2,40,0,0,Technology Mid-Type Unknown,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Technology Mid-Type Unknown_Cumulative total capacity_AU,163.0,50.0,50.0,20.0,64.0,0.0,0.0,Technology Mid-Type Unknown,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
