ID,2016,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative total capacity_HK,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Hong Kong,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,HK
Lithium-ion battery_Cumulative total capacity_HK,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Lithium-ion battery,Hong Kong,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,HK
Lithium-ion battery_Cumulative total capacity_HK,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Hong Kong,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,HK
Lithium-ion battery_Cumulative total capacity_HK,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Hong Kong,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,HK
Lithium-ion battery_Cumulative total capacity_HK,,,Lithium-ion battery,Hong Kong,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,HK
Lithium-ion battery_Cumulative total capacity_HK,0.5,0.5,Lithium-ion battery,Hong Kong,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,HK
Lithium-ion battery_Cumulative total capacity_HK,1000.0,1000.0,Lithium-ion battery,Hong Kong,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,HK
Lithium-ion battery_Cumulative total capacity_HK,2000,2000,Lithium-ion battery,Hong Kong,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,HK
Lithium-ion battery_Cumulative total capacity_HK,1000.0,1000.0,Lithium-ion battery,Hong Kong,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,HK
