ID,2015,2015,2016,2017,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sensible heat_Cumulative total capacity_ZA,Thermal energy storage,Thermal energy storage,Thermal energy storage,Thermal energy storage,Thermal energy storage,Sensible heat,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Sensible heat_Cumulative total capacity_ZA,Molten salt,Molten salt,Molten salt,Molten salt,Molten salt,Sensible heat,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Sensible heat_Cumulative total capacity_ZA,Thermal energy storage,Thermal energy storage,Thermal energy storage,Thermal energy storage,Thermal energy storage,Sensible heat,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Sensible heat_Cumulative total capacity_ZA,Sensible heat,Sensible heat,Sensible heat,Sensible heat,Sensible heat,Sensible heat,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Sensible heat_Cumulative total capacity_ZA,Molten salt,Molten salt,Molten salt,Molten salt,Molten salt,Sensible heat,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Sensible heat_Cumulative total capacity_ZA,4.5,2.5,9.0,5.5,12.0,Sensible heat,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Sensible heat_Cumulative total capacity_ZA,450000.0,250000.0,495000.0,550000.0,1200000.0,Sensible heat,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Sensible heat_Cumulative total capacity_ZA,100000,100000,55000,100000,100000,Sensible heat,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Sensible heat_Cumulative total capacity_ZA,450000.0,250000.0,495000.0,550000.0,1200000.0,Sensible heat,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
