ID,2015,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative total capacity_ES,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lead-acid battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lead-acid battery_Cumulative total capacity_ES,Hybrid lead-acid battery/electro-chemical capacitor,Technology Sub-Type Unknown,Lead-acid battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lead-acid battery_Cumulative total capacity_ES,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lead-acid battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lead-acid battery_Cumulative total capacity_ES,Lead-acid battery,Lead-acid battery,Lead-acid battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lead-acid battery_Cumulative total capacity_ES,Hybrid lead-acid battery/electro-chemical capacitor,,Lead-acid battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lead-acid battery_Cumulative total capacity_ES,0.3,2.4,Lead-acid battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lead-acid battery_Cumulative total capacity_ES,15.0,96.0,Lead-acid battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lead-acid battery_Cumulative total capacity_ES,50,40,Lead-acid battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lead-acid battery_Cumulative total capacity_ES,15.0,96.0,Lead-acid battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
