ID,2011,2013,2014,2015,2015,2015,2015,2017,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative total capacity_DE,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Flow battery,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Flow battery_Cumulative total capacity_DE,Vanadium redox flow battery,Vanadium redox flow battery,Vanadium redox flow battery,Vanadium redox flow battery,Vanadium redox flow battery,Vanadium redox flow battery,Vanadium redox flow battery,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Flow battery,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Flow battery_Cumulative total capacity_DE,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Flow battery,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Flow battery_Cumulative total capacity_DE,Flow battery,Flow battery,Flow battery,Flow battery,Flow battery,Flow battery,Flow battery,Flow battery,Flow battery,Flow battery,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Flow battery_Cumulative total capacity_DE,Vanadium redox flow battery,Vanadium redox flow battery,Vanadium redox flow battery,Vanadium redox flow battery,Vanadium redox flow battery,Vanadium redox flow battery,Vanadium redox flow battery,,,Flow battery,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Flow battery_Cumulative total capacity_DE,2.5,8.0,3.8,4.0,4.0,10.0,2.0,4.4,4.0,Flow battery,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Flow battery_Cumulative total capacity_DE,650.0,1600.0,1235.0,40.0,120.0,100.0,400.0,880.0,800.0,Flow battery,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Flow battery_Cumulative total capacity_DE,260,200,325,10,30,10,200,200,200,Flow battery,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Flow battery_Cumulative total capacity_DE,650.0,1600.0,1235.0,40.0,120.0,100.0,400.0,880.0,800.0,Flow battery,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
