ID,2013,2013,2013,2013,2013,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Hydrogen storage_Cumulative total capacity_DE,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Hydrogen storage,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Hydrogen storage_Cumulative total capacity_DE,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Hydrogen storage,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Hydrogen storage_Cumulative total capacity_DE,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Hydrogen storage,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Hydrogen storage_Cumulative total capacity_DE,Hydrogen storage,Hydrogen storage,Hydrogen storage,Hydrogen storage,Hydrogen storage,Hydrogen storage,Hydrogen storage,Hydrogen storage,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Hydrogen storage_Cumulative total capacity_DE,,,,,,,,Hydrogen storage,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Hydrogen storage_Cumulative total capacity_DE,24.0,0.0,27.0,0.0,1.0,0.0,4.33,Hydrogen storage,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Hydrogen storage_Cumulative total capacity_DE,7680.0,,27000.0,,400.0,,25980.0,Hydrogen storage,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Hydrogen storage_Cumulative total capacity_DE,320,6000,1000,1000,400,800,6000,Hydrogen storage,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
Hydrogen storage_Cumulative total capacity_DE,7680.0,0.0,27000.0,0.0,400.0,0.0,25980.0,Hydrogen storage,Germany,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,DE
