ID,2015,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Technology Mid-Type Unknown_Cumulative total capacity_GB,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Technology Mid-Type Unknown,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Technology Mid-Type Unknown_Cumulative total capacity_GB,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Mid-Type Unknown,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Technology Mid-Type Unknown_Cumulative total capacity_GB,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Technology Mid-Type Unknown,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Technology Mid-Type Unknown_Cumulative total capacity_GB,,,Technology Mid-Type Unknown,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Technology Mid-Type Unknown_Cumulative total capacity_GB,,,Technology Mid-Type Unknown,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Technology Mid-Type Unknown_Cumulative total capacity_GB,1.0,2.13,Technology Mid-Type Unknown,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Technology Mid-Type Unknown_Cumulative total capacity_GB,250.0,639.0,Technology Mid-Type Unknown,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Technology Mid-Type Unknown_Cumulative total capacity_GB,250,300,Technology Mid-Type Unknown,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Technology Mid-Type Unknown_Cumulative total capacity_GB,250.0,639.0,Technology Mid-Type Unknown,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
