ID,2014,2015,2015,2015,2015,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative total capacity_GN,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Guinea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GN
Lithium-ion battery_Cumulative total capacity_GN,Lithium polymer battery,Lithium polymer battery,Lithium polymer battery,Lithium polymer battery,Lithium polymer battery,Lithium polymer battery,Lithium-ion battery,Guinea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GN
Lithium-ion battery_Cumulative total capacity_GN,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Guinea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GN
Lithium-ion battery_Cumulative total capacity_GN,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Guinea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GN
Lithium-ion battery_Cumulative total capacity_GN,Lithium polymer battery,Lithium polymer battery,Lithium polymer battery,Lithium polymer battery,Lithium polymer battery,Lithium polymer battery,Lithium-ion battery,Guinea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GN
Lithium-ion battery_Cumulative total capacity_GN,4.0,4.0,4.0,4.0,4.0,4.0,Lithium-ion battery,Guinea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GN
Lithium-ion battery_Cumulative total capacity_GN,360.0,80.0,80.0,80.0,360.0,400.0,Lithium-ion battery,Guinea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GN
Lithium-ion battery_Cumulative total capacity_GN,90,20,20,20,90,100,Lithium-ion battery,Guinea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GN
Lithium-ion battery_Cumulative total capacity_GN,360.0,80.0,80.0,80.0,360.0,400.0,Lithium-ion battery,Guinea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GN
