ID,2010,2010,2012,2015,2015,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative total capacity_JP,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lead-acid battery,Japan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,JP
Lead-acid battery_Cumulative total capacity_JP,Valve regulated lead-acid battery,Valve regulated lead-acid battery,Hybrid lead-acid battery/electro-chemical capacitor,Hybrid lead-acid battery/electro-chemical capacitor,Hybrid lead-acid battery/electro-chemical capacitor,Hybrid lead-acid battery/electro-chemical capacitor,Lead-acid battery,Japan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,JP
Lead-acid battery_Cumulative total capacity_JP,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lead-acid battery,Japan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,JP
Lead-acid battery_Cumulative total capacity_JP,Lead-acid battery,Lead-acid battery,Lead-acid battery,Lead-acid battery,Lead-acid battery,Lead-acid battery,Lead-acid battery,Japan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,JP
Lead-acid battery_Cumulative total capacity_JP,Valve regulated lead-acid battery,Valve regulated lead-acid battery,Hybrid lead-acid battery/electro-chemical capacitor,Hybrid lead-acid battery/electro-chemical capacitor,Hybrid lead-acid battery/electro-chemical capacitor,Hybrid lead-acid battery/electro-chemical capacitor,Lead-acid battery,Japan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,JP
Lead-acid battery_Cumulative total capacity_JP,2.33,2.33,1.92,1.92,1.92,1.12,Lead-acid battery,Japan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,JP
Lead-acid battery_Cumulative total capacity_JP,10485.0,10485.0,192.0,211.2,163.2,336.0,Lead-acid battery,Japan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,JP
Lead-acid battery_Cumulative total capacity_JP,4500,4500,100,110,85,300,Lead-acid battery,Japan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,JP
Lead-acid battery_Cumulative total capacity_JP,10485.0,10485.0,192.0,211.2,163.2,336.0,Lead-acid battery,Japan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,JP
