ID,2016,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Technology Mid-Type Unknown_Cumulative total capacity_CA,Thermal energy storage,Electro-chemical battery and chemical storage,Technology Mid-Type Unknown,Canada,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CA
Technology Mid-Type Unknown_Cumulative total capacity_CA,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Mid-Type Unknown,Canada,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CA
Technology Mid-Type Unknown_Cumulative total capacity_CA,Thermal energy storage,Electro-chemical battery and chemical storage,Technology Mid-Type Unknown,Canada,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CA
Technology Mid-Type Unknown_Cumulative total capacity_CA,,,Technology Mid-Type Unknown,Canada,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CA
Technology Mid-Type Unknown_Cumulative total capacity_CA,,,Technology Mid-Type Unknown,Canada,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CA
Technology Mid-Type Unknown_Cumulative total capacity_CA,4.0,4.0,Technology Mid-Type Unknown,Canada,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CA
Technology Mid-Type Unknown_Cumulative total capacity_CA,6000.0,20000.0,Technology Mid-Type Unknown,Canada,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CA
Technology Mid-Type Unknown_Cumulative total capacity_CA,1500,5000,Technology Mid-Type Unknown,Canada,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CA
Technology Mid-Type Unknown_Cumulative total capacity_CA,6000.0,20000.0,Technology Mid-Type Unknown,Canada,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CA
