ID,1988,1995,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative total capacity_BG,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,BG
Pumped hydro storage_Cumulative total capacity_BG,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,BG
Pumped hydro storage_Cumulative total capacity_BG,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,BG
Pumped hydro storage_Cumulative total capacity_BG,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,BG
Pumped hydro storage_Cumulative total capacity_BG,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,BG
Pumped hydro storage_Cumulative total capacity_BG,0.0,8.5,0.0,Pumped hydro storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,BG
Pumped hydro storage_Cumulative total capacity_BG,,6698000.0,,Pumped hydro storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,BG
Pumped hydro storage_Cumulative total capacity_BG,160000,788000,104000,Pumped hydro storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,BG
Pumped hydro storage_Cumulative total capacity_BG,0.0,6698000.0,0.0,Pumped hydro storage,Bulgaria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,BG
