ID,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative total capacity_CH,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Flow battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Flow battery_Cumulative total capacity_CH,Vanadium redox flow battery,Vanadium redox flow battery,Flow battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Flow battery_Cumulative total capacity_CH,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Flow battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Flow battery_Cumulative total capacity_CH,Flow battery,Flow battery,Flow battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Flow battery_Cumulative total capacity_CH,Vanadium redox flow battery,Vanadium redox flow battery,Flow battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Flow battery_Cumulative total capacity_CH,6.0,2.0,Flow battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Flow battery_Cumulative total capacity_CH,60.0,400.0,Flow battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Flow battery_Cumulative total capacity_CH,10,200,Flow battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Flow battery_Cumulative total capacity_CH,60.0,400.0,Flow battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
