ID,1979,1981,1988,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative total capacity_ZA,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Pumped hydro storage_Cumulative total capacity_ZA,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Pumped hydro storage_Cumulative total capacity_ZA,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Pumped hydro storage_Cumulative total capacity_ZA,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Pumped hydro storage_Cumulative total capacity_ZA,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Pumped hydro storage_Cumulative total capacity_ZA,15.5,10.0,10.0,Pumped hydro storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Pumped hydro storage_Cumulative total capacity_ZA,2790000.0,10000000.0,4000000.0,Pumped hydro storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Pumped hydro storage_Cumulative total capacity_ZA,180000,1000000,400000,Pumped hydro storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
Pumped hydro storage_Cumulative total capacity_ZA,2790000.0,10000000.0,4000000.0,Pumped hydro storage,South Africa,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ZA
