ID,1956,1958,1969,1972,1976,1979,1979,1980,1981,1988,2009,2010,2011,2011,2011,2013,2014,2018,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative total capacity_AT,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Austria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AT
Pumped hydro storage_Cumulative total capacity_AT,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Technology Sub-Type Unknown,Pumped hydro storage,Austria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AT
Pumped hydro storage_Cumulative total capacity_AT,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Austria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AT
Pumped hydro storage_Cumulative total capacity_AT,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Austria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AT
Pumped hydro storage_Cumulative total capacity_AT,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,,Pumped hydro storage,Austria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AT
Pumped hydro storage_Cumulative total capacity_AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pumped hydro storage,Austria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AT
Pumped hydro storage_Cumulative total capacity_AT,,,,,,,,3641400.0,,,,,,,,,,,Pumped hydro storage,Austria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AT
Pumped hydro storage_Cumulative total capacity_AT,113000,232000,7000,231000,295000,120000,730000,289000,108000,360000,525000,12000,480000,140000,50000,198000,430000,360000,Pumped hydro storage,Austria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AT
Pumped hydro storage_Cumulative total capacity_AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3641400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pumped hydro storage,Austria,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AT
