ID,2007,2010,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel_Cumulative total capacity_AU,Electro-mechanical energy storage,Electro-mechanical energy storage,Flywheel,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Flywheel_Cumulative total capacity_AU,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Flywheel,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Flywheel_Cumulative total capacity_AU,Electro-mechanical energy storage,Electro-mechanical energy storage,Flywheel,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Flywheel_Cumulative total capacity_AU,Flywheel,Flywheel,Flywheel,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Flywheel_Cumulative total capacity_AU,,,Flywheel,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Flywheel_Cumulative total capacity_AU,0.0,0.0,Flywheel,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Flywheel_Cumulative total capacity_AU,,,Flywheel,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Flywheel_Cumulative total capacity_AU,500,500,Flywheel,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
Flywheel_Cumulative total capacity_AU,0.0,0.0,Flywheel,Australia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,AU
