ID,1985,1995,2001,2006,2006,2011,2011,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative total capacity_KR,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Pumped hydro storage_Cumulative total capacity_KR,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Pumped hydro storage_Cumulative total capacity_KR,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Pumped hydro storage_Cumulative total capacity_KR,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Pumped hydro storage_Cumulative total capacity_KR,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Pumped hydro storage_Cumulative total capacity_KR,6.0,7.33,9.1,0.0,6.0,0.0,6.0,Pumped hydro storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Pumped hydro storage_Cumulative total capacity_KR,3600000.0,4398000.0,6370000.0,,3600000.0,,2400000.0,Pumped hydro storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Pumped hydro storage_Cumulative total capacity_KR,600000,600000,700000,1000000,600000,800000,400000,Pumped hydro storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Pumped hydro storage_Cumulative total capacity_KR,3600000.0,4398000.0,6370000.0,0.0,3600000.0,0.0,2400000.0,Pumped hydro storage,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
