ID,2013,2014,2015,2015,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Electro-chemical capacitor_Cumulative total capacity_US,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical capacitor,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Electro-chemical capacitor_Cumulative total capacity_US,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Electro-chemical capacitor,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Electro-chemical capacitor_Cumulative total capacity_US,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical capacitor,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Electro-chemical capacitor_Cumulative total capacity_US,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Electro-chemical capacitor_Cumulative total capacity_US,,,,,,Electro-chemical capacitor,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Electro-chemical capacitor_Cumulative total capacity_US,0.2,0.7,0.2,0.8,0.3,Electro-chemical capacitor,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Electro-chemical capacitor_Cumulative total capacity_US,200.0,49.0,200.0,22.4,75.0,Electro-chemical capacitor,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Electro-chemical capacitor_Cumulative total capacity_US,1000,70,1000,28,250,Electro-chemical capacitor,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Electro-chemical capacitor_Cumulative total capacity_US,200.0,49.0,200.0,22.4,75.0,Electro-chemical capacitor,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
