ID,2012,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative total capacity_NL,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Netherlands,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,NL
Lithium-ion battery_Cumulative total capacity_NL,Technology Sub-Type Unknown,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Lithium-ion battery,Netherlands,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,NL
Lithium-ion battery_Cumulative total capacity_NL,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Netherlands,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,NL
Lithium-ion battery_Cumulative total capacity_NL,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Netherlands,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,NL
Lithium-ion battery_Cumulative total capacity_NL,,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,,,Lithium-ion battery,Netherlands,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,NL
Lithium-ion battery_Cumulative total capacity_NL,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.65,0.83,0.83,1.0,1.0,Lithium-ion battery,Netherlands,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,NL
Lithium-ion battery_Cumulative total capacity_NL,200.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,159.0,49.8,49.8,10000.0,4000.0,Lithium-ion battery,Netherlands,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,NL
Lithium-ion battery_Cumulative total capacity_NL,400,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,10000,4000,Lithium-ion battery,Netherlands,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,NL
Lithium-ion battery_Cumulative total capacity_NL,200.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,159.0,49.8,49.8,10000.0,4000.0,Lithium-ion battery,Netherlands,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,NL
