ID,2013,2014,2015,2016,2020,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Zinc-based battery_Cumulative total capacity_US,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Zinc-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Zinc-based battery_Cumulative total capacity_US,Zinc-air battery,Zinc-manganese oxide battery,Zinc-air battery,Zinc-air battery,Zinc-air battery,Zinc-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Zinc-based battery_Cumulative total capacity_US,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Zinc-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Zinc-based battery_Cumulative total capacity_US,Zinc-based battery,Zinc-based battery,Zinc-based battery,Zinc-based battery,Zinc-based battery,Zinc-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Zinc-based battery_Cumulative total capacity_US,Zinc-air battery,Zinc-manganese oxide battery,Zinc-air battery,Zinc-air battery,Zinc-air battery,Zinc-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Zinc-based battery_Cumulative total capacity_US,6.0,0.0,2.0,4.3,4.0,Zinc-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Zinc-based battery_Cumulative total capacity_US,6000.0,,6000.0,1075.0,40000.0,Zinc-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Zinc-based battery_Cumulative total capacity_US,1000,100,3000,250,10000,Zinc-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Zinc-based battery_Cumulative total capacity_US,6000.0,0.0,6000.0,1075.0,40000.0,Zinc-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
