ID,2010,2012,2012,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative total capacity_TW,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Taiwan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TW
Lithium-ion battery_Cumulative total capacity_TW,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-ion battery,Taiwan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TW
Lithium-ion battery_Cumulative total capacity_TW,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Taiwan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TW
Lithium-ion battery_Cumulative total capacity_TW,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Taiwan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TW
Lithium-ion battery_Cumulative total capacity_TW,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-iron phosphate battery,Lithium-ion battery,Taiwan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TW
Lithium-ion battery_Cumulative total capacity_TW,2.5,3.0,2.0,2.0,Lithium-ion battery,Taiwan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TW
Lithium-ion battery_Cumulative total capacity_TW,250.0,750.0,500.0,250.0,Lithium-ion battery,Taiwan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TW
Lithium-ion battery_Cumulative total capacity_TW,100,250,250,125,Lithium-ion battery,Taiwan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TW
Lithium-ion battery_Cumulative total capacity_TW,250.0,750.0,500.0,250.0,Lithium-ion battery,Taiwan,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TW
