ID,1985,1996,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative total capacity_GR,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Greece,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GR
Pumped hydro storage_Cumulative total capacity_GR,Open-loop PHS,Open-loop PHS,Closed-loop PHS,Closed-loop PHS,Pumped hydro storage,Greece,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GR
Pumped hydro storage_Cumulative total capacity_GR,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Greece,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GR
Pumped hydro storage_Cumulative total capacity_GR,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Greece,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GR
Pumped hydro storage_Cumulative total capacity_GR,Open-loop PHS,Open-loop PHS,Closed-loop PHS,Closed-loop PHS,Pumped hydro storage,Greece,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GR
Pumped hydro storage_Cumulative total capacity_GR,0.0,0.0,0.0,24.0,Pumped hydro storage,Greece,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GR
Pumped hydro storage_Cumulative total capacity_GR,,,,16320000.0,Pumped hydro storage,Greece,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GR
Pumped hydro storage_Cumulative total capacity_GR,315000,384000,50000,680000,Pumped hydro storage,Greece,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GR
Pumped hydro storage_Cumulative total capacity_GR,0.0,0.0,0.0,16320000.0,Pumped hydro storage,Greece,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GR
