ID,2003,2012,2012,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Nickel-based battery_Cumulative total capacity_US,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Nickel-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Nickel-based battery_Cumulative total capacity_US,Nickel-cadmium battery,Nickel-iron battery,Nickel-iron battery,Nickel-iron battery,Nickel-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Nickel-based battery_Cumulative total capacity_US,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Nickel-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Nickel-based battery_Cumulative total capacity_US,Nickel-based battery,Nickel-based battery,Nickel-based battery,Nickel-based battery,Nickel-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Nickel-based battery_Cumulative total capacity_US,Nickel-cadmium battery,Nickel-iron battery,Nickel-iron battery,Nickel-iron battery,Nickel-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Nickel-based battery_Cumulative total capacity_US,0.25,10.0,10.0,10.0,Nickel-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Nickel-based battery_Cumulative total capacity_US,6750.0,170.0,200.0,480.0,Nickel-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Nickel-based battery_Cumulative total capacity_US,27000,17,20,48,Nickel-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
Nickel-based battery_Cumulative total capacity_US,6750.0,170.0,200.0,480.0,Nickel-based battery,United States,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,US
