ID,1981,1988,2004,2005,2015,2016,2016,2016,2016,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative total capacity_PT,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Portugal,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PT
Pumped hydro storage_Cumulative total capacity_PT,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,Portugal,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PT
Pumped hydro storage_Cumulative total capacity_PT,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Portugal,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PT
Pumped hydro storage_Cumulative total capacity_PT,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Portugal,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PT
Pumped hydro storage_Cumulative total capacity_PT,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,Portugal,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PT
Pumped hydro storage_Cumulative total capacity_PT,116.67,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pumped hydro storage,Portugal,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PT
Pumped hydro storage_Cumulative total capacity_PT,39201120.0,10000200.0,,,,,,,,,Pumped hydro storage,Portugal,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PT
Pumped hydro storage_Cumulative total capacity_PT,336000,140000,520000,191600,211000,259000,736000,37000,145000,778000,Pumped hydro storage,Portugal,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PT
Pumped hydro storage_Cumulative total capacity_PT,39201120.0,10000200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pumped hydro storage,Portugal,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PT
