ID,2006,2009,2013,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative total capacity_GB,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lead-acid battery,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Lead-acid battery_Cumulative total capacity_GB,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Lead-acid battery,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Lead-acid battery_Cumulative total capacity_GB,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lead-acid battery,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Lead-acid battery_Cumulative total capacity_GB,Lead-acid battery,Lead-acid battery,Lead-acid battery,Lead-acid battery,Lead-acid battery,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Lead-acid battery_Cumulative total capacity_GB,,,,,Lead-acid battery,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Lead-acid battery_Cumulative total capacity_GB,5.0,5.0,3.67,3.67,Lead-acid battery,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Lead-acid battery_Cumulative total capacity_GB,25.0,60.0,165.15,165.15,Lead-acid battery,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Lead-acid battery_Cumulative total capacity_GB,5,12,45,45,Lead-acid battery,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
Lead-acid battery_Cumulative total capacity_GB,25.0,60.0,165.15,165.15,Lead-acid battery,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,GB
