ID,1991,1996,2002,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative total capacity_TH,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Thailand,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TH
Pumped hydro storage_Cumulative total capacity_TH,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,Thailand,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TH
Pumped hydro storage_Cumulative total capacity_TH,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Thailand,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TH
Pumped hydro storage_Cumulative total capacity_TH,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Thailand,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TH
Pumped hydro storage_Cumulative total capacity_TH,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,Thailand,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TH
Pumped hydro storage_Cumulative total capacity_TH,0.0,0.0,0.0,Pumped hydro storage,Thailand,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TH
Pumped hydro storage_Cumulative total capacity_TH,,,,Pumped hydro storage,Thailand,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TH
Pumped hydro storage_Cumulative total capacity_TH,720000,171000,500000,Pumped hydro storage,Thailand,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TH
Pumped hydro storage_Cumulative total capacity_TH,0.0,0.0,0.0,Pumped hydro storage,Thailand,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,TH
