ID,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative total capacity_IT,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Italy,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IT
Lithium-ion battery_Cumulative total capacity_IT,Lithium-ion titanate battery,Lithium-iron phosphate battery,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Lithium-nickel-cobalt-aluminum battery,Lithium-iron phosphate battery,Lithium-ion titanate battery,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Lithium-nickel-cobalt-aluminum battery,Lithium-iron phosphate battery,Lithium-ion titanate battery,Technology Sub-Type Unknown,Lithium-ion battery,Italy,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IT
Lithium-ion battery_Cumulative total capacity_IT,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Italy,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IT
Lithium-ion battery_Cumulative total capacity_IT,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Italy,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IT
Lithium-ion battery_Cumulative total capacity_IT,Lithium-ion titanate battery,Lithium-iron phosphate battery,,,,,,,Lithium-nickel-cobalt-aluminum battery,Lithium-iron phosphate battery,Lithium-ion titanate battery,,,,,,Lithium-nickel-cobalt-aluminum battery,Lithium-iron phosphate battery,Lithium-ion titanate battery,,Lithium-ion battery,Italy,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IT
Lithium-ion battery_Cumulative total capacity_IT,4.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.77,1.23,1.2,1.0,0.5,0.5,1.0,2.0,0.63,1.22,1.2,0.9,Lithium-ion battery,Italy,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IT
Lithium-ion battery_Cumulative total capacity_IT,45.0,15.0,500.0,,1000.0,32.0,32.0,1000.0,924.0,1230.0,1200.0,1000.0,540.0,1000.0,2000.0,600.0,567.0,1220.0,1200.0,900.0,Lithium-ion battery,Italy,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IT
Lithium-ion battery_Cumulative total capacity_IT,10,15,1000,20000,2000,32,32,1000,1200,1000,1000,1000,1080,2000,2000,300,900,1000,1000,1000,Lithium-ion battery,Italy,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IT
Lithium-ion battery_Cumulative total capacity_IT,45.0,15.0,500.0,0.0,1000.0,32.0,32.0,1000.0,924.0,1230.0,1200.0,1000.0,540.0,1000.0,2000.0,600.0,567.0,1220.0,1200.0,900.0,Lithium-ion battery,Italy,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IT
