ID,1968,1971,1979,1983,1997,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative total capacity_PL,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Poland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PL
Pumped hydro storage_Cumulative total capacity_PL,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,Poland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PL
Pumped hydro storage_Cumulative total capacity_PL,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Pumped hydro storage,Poland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PL
Pumped hydro storage_Cumulative total capacity_PL,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Pumped hydro storage,Poland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PL
Pumped hydro storage_Cumulative total capacity_PL,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Open-loop PHS,Pumped hydro storage,Poland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PL
Pumped hydro storage_Cumulative total capacity_PL,0.0,0.0,4.0,0.0,0.0,Pumped hydro storage,Poland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PL
Pumped hydro storage_Cumulative total capacity_PL,,,2000000.0,,,Pumped hydro storage,Poland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PL
Pumped hydro storage_Cumulative total capacity_PL,200000,156000,500000,716000,82800,Pumped hydro storage,Poland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PL
Pumped hydro storage_Cumulative total capacity_PL,0.0,0.0,2000000.0,0.0,0.0,Pumped hydro storage,Poland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,PL
