ID,2012,2013,2013,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative total capacity_CH,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Lithium-ion battery_Cumulative total capacity_CH,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Lithium-iron phosphate battery,Lithium-ion titanate battery,Lithium-ion battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Lithium-ion battery_Cumulative total capacity_CH,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Lithium-ion battery_Cumulative total capacity_CH,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Lithium-ion battery_Cumulative total capacity_CH,,,Lithium-iron phosphate battery,Lithium-ion titanate battery,Lithium-ion battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Lithium-ion battery_Cumulative total capacity_CH,0.5,2.8,2.6,0.7,Lithium-ion battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Lithium-ion battery_Cumulative total capacity_CH,500.0,154.0,130.0,504.0,Lithium-ion battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Lithium-ion battery_Cumulative total capacity_CH,1000,55,50,720,Lithium-ion battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
Lithium-ion battery_Cumulative total capacity_CH,500.0,154.0,130.0,504.0,Lithium-ion battery,Switzerland,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,CH
