ID,2012,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative total capacity_IN,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Flow battery,India,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IN
Flow battery_Cumulative total capacity_IN,Vanadium redox flow battery,Vanadium redox flow battery,Flow battery,India,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IN
Flow battery_Cumulative total capacity_IN,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Flow battery,India,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IN
Flow battery_Cumulative total capacity_IN,Flow battery,Flow battery,Flow battery,India,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IN
Flow battery_Cumulative total capacity_IN,Vanadium redox flow battery,Vanadium redox flow battery,Flow battery,India,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IN
Flow battery_Cumulative total capacity_IN,6.67,4.0,Flow battery,India,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IN
Flow battery_Cumulative total capacity_IN,300.15,120.0,Flow battery,India,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IN
Flow battery_Cumulative total capacity_IN,45,30,Flow battery,India,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IN
Flow battery_Cumulative total capacity_IN,300.15,120.0,Flow battery,India,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,IN
