ID,2012,2012,2013,2013,2013,2014,2014,2014,2014,2014,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Electro-chemical capacitor_Cumulative total capacity_KR,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical capacitor,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Electro-chemical capacitor_Cumulative total capacity_KR,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Electro-chemical capacitor,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Electro-chemical capacitor_Cumulative total capacity_KR,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical capacitor,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Electro-chemical capacitor_Cumulative total capacity_KR,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,Electro-chemical capacitor,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Electro-chemical capacitor_Cumulative total capacity_KR,,,,,,,,,,,,Electro-chemical capacitor,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Electro-chemical capacitor_Cumulative total capacity_KR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electro-chemical capacitor,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Electro-chemical capacitor_Cumulative total capacity_KR,,,,,,,,,,,,Electro-chemical capacitor,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Electro-chemical capacitor_Cumulative total capacity_KR,2340,2340,2340,1870,1050,1200,1200,1200,1200,1200,1200,Electro-chemical capacitor,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
Electro-chemical capacitor_Cumulative total capacity_KR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electro-chemical capacitor,South Korea,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,KR
