ID,2012,2013,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel_Cumulative total capacity_ES,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Flywheel,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Flywheel_Cumulative total capacity_ES,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Flywheel,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Flywheel_Cumulative total capacity_ES,Electro-mechanical energy storage,Electro-mechanical energy storage,Electro-mechanical energy storage,Flywheel,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Flywheel_Cumulative total capacity_ES,Flywheel,Flywheel,Flywheel,Flywheel,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Flywheel_Cumulative total capacity_ES,,,,Flywheel,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Flywheel_Cumulative total capacity_ES,0.0,0.0,0.0,Flywheel,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Flywheel_Cumulative total capacity_ES,,,,Flywheel,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Flywheel_Cumulative total capacity_ES,1600,0,500,Flywheel,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Flywheel_Cumulative total capacity_ES,0.0,0.0,0.0,Flywheel,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
