ID,2012,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative total capacity_RU,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Russia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,RU
Lithium-ion battery_Cumulative total capacity_RU,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Lithium-ion battery,Russia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,RU
Lithium-ion battery_Cumulative total capacity_RU,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Russia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,RU
Lithium-ion battery_Cumulative total capacity_RU,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Russia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,RU
Lithium-ion battery_Cumulative total capacity_RU,,,Lithium-ion battery,Russia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,RU
Lithium-ion battery_Cumulative total capacity_RU,1.67,1.67,Lithium-ion battery,Russia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,RU
Lithium-ion battery_Cumulative total capacity_RU,2505.0,2505.0,Lithium-ion battery,Russia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,RU
Lithium-ion battery_Cumulative total capacity_RU,1500,1500,Lithium-ion battery,Russia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,RU
Lithium-ion battery_Cumulative total capacity_RU,2505.0,2505.0,Lithium-ion battery,Russia,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,RU
