ID,2012,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel Battery Storage_Cumulative Rated Power_ES,1600.0,2100.0,Flywheel Battery Storage,Spain,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,ES
Flywheel Battery Storage_Cumulative Rated Capacity_ES,0.0,0.0,Flywheel Battery Storage,Spain,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,ES
