ID,2006,2011,2014,2017,2018,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_KZ,1,1,3,1,3,Kazakhstan,National,KZ,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
