ID,2011,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Latent heat storage_Cumulative Total Capacity_IE,4560,Latent heat storage,Ireland,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,IE
