ID,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_SN,100,Lithium-Ion Battery Storage,Senegal,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,SN
Lithium-Ion Battery Storage_Cumulative Rated Capacity_SN,100,Lithium-Ion Battery Storage,Senegal,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,SN
