ID,2013,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Heat Thermal Battery Storage_Cumulative Rated Power_FR,12000,21000,Heat Thermal Battery Storage,France,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,FR
Heat Thermal Battery Storage_Cumulative Rated Capacity_FR,12000,21000,Heat Thermal Battery Storage,France,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,FR
