ID,    Mine production,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,Country Name,Country Code,Spatial Scale,Data Source,Unit,Metric,Technology Name
Copper|Mining_Annual production_CN,Mine: Concentrates ,285000.0,304000.0,334000.0,345000.0,396000.0,445000.0,439000.0,496000.0,486000.0,520000.0,593000.0,587000.0,568000.0,610000.0,742000.0,762000.0,873000.0,928000.0,1070000.0,1040000.0,1160000.0,1270000.0,China,CN,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CN,"Mine: Leaching, electrowon  ",,,,,,,,15000.0,18000.0,13000.0,20000.0,18000.0,25000.0,10000.0,10000.0,15000.0,16000.0,18000.0,20000.0,25000.0,35000.0,35000.0,China,CN,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CN,Mine: Total,285000.0,304000.0,334000.0,345000.0,396000.0,445000.0,439000.0,511000.0,504000.0,533000.0,613000.0,605000.0,593000.0,620000.0,752000.0,777000.0,889000.0,946000.0,1090000.0,1070000.0,1200000.0,1310000.0,China,CN,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CO,Mine: Concentrates,300.0,3640.0,3940.0,,2580.0,2750.0,2220.0,1800.0,1400.0,2300.0,2060.0,2190.0,1850.0,1580.0,1700.0,2190.0,725.0,1050.0,1310.0,1420.0,1000.0,1000.0,Colombia,CO,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CO,Mine: Total,300.0,3640.0,3940.0,,2580.0,2750.0,2220.0,1800.0,1400.0,2300.0,2060.0,2190.0,1850.0,1580.0,1700.0,2190.0,725.0,1050.0,1310.0,1420.0,1000.0,1000.0,Colombia,CO,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CD,Mine: Concentrates ,127000.0,57500.0,21900.0,6900.0,7200.0,6800.0,6200.0,,,,21000.0,37800.0,27500.0,30300.0,31800.0,48000.0,91000.0,117000.0,185000.0,178000.0,160000.0,160000.0,Congo (Kinshasa),CD,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CD,"Mine: Leaching, electrowon  ",229000.0,180000.0,111000.0,39400.0,22800.0,22600.0,43800.0,39700.0,35000.0,32000.0,,,6500.0,29500.0,41500.0,49500.0,53300.0,32100.0,44700.0,167000.0,270000.0,360000.0,Congo (Kinshasa),CD,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CD,Mine: Total,356000.0,238000.0,133000.0,46300.0,30000.0,29400.0,50000.0,39700.0,35000.0,32000.0,21000.0,37800.0,34000.0,59800.0,73300.0,97500.0,144000.0,149000.0,230000.0,345000.0,430000.0,520000.0,Congo (Kinshasa),CD,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CU,Mine: Concentrates,2000.0,2000.0,1500.0,1500.0,2900.0,2000.0,2000.0,2210.0,1350.0,1090.0,1350.0,1000.0,,,,,,,,,,,Cuba,CU,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CU,Mine: Total,2000.0,2000.0,1500.0,1500.0,2900.0,2000.0,2000.0,2210.0,1350.0,1090.0,1350.0,1000.0,,,,,,,,,,,Cuba,CU,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CY,"Mine: Leaching, electrowon  ",,,,,,,1690.0,3900.0,4940.0,5000.0,5200.0,5180.0,3700.0,2550.0,1240.0,,,300.0,300.0,300.0,300.0,300.0,Cyprus,CY,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CY,Mine: Total,,,,,,,1690.0,3900.0,4940.0,5000.0,5200.0,5180.0,3700.0,2550.0,1240.0,,,300.0,300.0,300.0,300.0,300.0,Cyprus,CY,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CSK,Mine: Concentrates,3300.0,2600.0,2500.0,,,,,,,,,,,,,,,,,,,,Czechoslovakia,CSK,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_CSK,Mine: Total,3300.0,2600.0,2500.0,,,,,,,,,,,,,,,,,,,,Czechoslovakia,CSK,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_DO,Mine: Concentrates,,,,,,,,,,,,,,,,,,,2600.0,11500.0,9200.0,11700.0,Dominican Republic,DO,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_DO,Mine: Total,,,,,,,,,,,,,,,,,,,2600.0,11500.0,9200.0,11700.0,Dominican Republic,DO,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_EC,Mine: Concentrates,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,242.0,,,,,,,,Ecuador,EC,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_EC,Mine: Total,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,242.0,,,,,,,,Ecuador,EC,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_FI,Mine: Concentrates,12600.0,11700.0,10200.0,11100.0,13200.0,9790.0,9260.0,8500.0,9000.0,10500.0,14400.0,13700.0,14400.0,14900.0,15500.0,15100.0,13300.0,13600.0,13400.0,14600.0,14700.0,14700.0,Finland,FI,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_FI,Mine: Total,12600.0,11700.0,10200.0,11100.0,13200.0,9790.0,9260.0,8500.0,9000.0,10500.0,14400.0,13700.0,14400.0,14900.0,15500.0,15100.0,13300.0,13600.0,13400.0,14600.0,14700.0,14700.0,Finland,FI,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_FR,Mine: Concentrates,300.0,166.0,149.0,72.0,174.0,172.0,,,,,,,,,,,,,,,,,France,FR,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_FR,Mine: Total,300.0,166.0,149.0,72.0,174.0,172.0,,,,,,,,,,,,,,,,,France,FR,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_GE,Mine: Concentrates,,,5000.0,3000.0,1600.0,3000.0,5100.0,4100.0,6000.0,7000.0,8000.0,8000.0,10000.0,12000.0,12000.0,10000.0,9000.0,11000.0,11000.0,11000.0,6100.0,8000.0,Georgia,GE,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_GE,Mine: Total,,,5000.0,3000.0,1600.0,3000.0,5100.0,4100.0,6000.0,7000.0,8000.0,8000.0,10000.0,12000.0,12000.0,10000.0,9000.0,11000.0,11000.0,11000.0,6100.0,8000.0,Georgia,GE,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_DE,Mine: Concentrates,3600.0,,,,,,,,,,,,,,,,,,,,,,Germany,DE,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_DE,Mine: Total,3600.0,,,,,,,,,,,,,,,,,,,,,,Germany,DE,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_HN,Mine: Concentrates,1400.0,1000.0,1600.0,1000.0,500.0,,,,,,,,,,,,,,,,,,Honduras,HN,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_HN,Mine: Total,1400.0,1000.0,1600.0,1000.0,500.0,,,,,,,,,,,,,,,,,,Honduras,HN,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_IN,Mine: Concentrates,58200.0,50400.0,49000.0,49400.0,45900.0,47000.0,47800.0,37200.0,39900.0,34100.0,31900.0,32400.0,31500.0,28500.0,29500.0,26900.0,27400.0,33900.0,30600.0,29500.0,33000.0,32000.0,India,IN,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_IN,Mine: Total,58200.0,50400.0,49000.0,49400.0,45900.0,47000.0,47800.0,37200.0,39900.0,34100.0,31900.0,32400.0,31500.0,28500.0,29500.0,26900.0,27400.0,33900.0,30600.0,29500.0,33000.0,32000.0,India,IN,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_ID,Mine: Concentrates,164000.0,212000.0,281000.0,299000.0,322000.0,444000.0,507000.0,529000.0,781000.0,766000.0,1010000.0,1080000.0,1170000.0,1010000.0,840000.0,1060000.0,818000.0,797000.0,633000.0,999000.0,878000.0,543000.0,Indonesia,ID,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_ID,Mine: Total,164000.0,212000.0,281000.0,299000.0,322000.0,444000.0,507000.0,529000.0,781000.0,766000.0,1010000.0,1080000.0,1170000.0,1010000.0,840000.0,1060000.0,818000.0,797000.0,633000.0,999000.0,878000.0,543000.0,Indonesia,ID,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_IR,Mine: Concentrates ,65800.0,84300.0,105000.0,86600.0,118000.0,102000.0,108000.0,115000.0,128000.0,131000.0,125000.0,121000.0,121000.0,130000.0,140000.0,150000.0,208000.0,237000.0,241000.0,256000.0,249000.0,249000.0,Iran,IR,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_IR,"Mine: Leaching, electrowon  ",,,,,,,1500.0,2000.0,10000.0,10000.0,10000.0,12000.0,12000.0,12000.0,11000.0,10000.0,9000.0,8000.0,7000.0,7000.0,7000.0,10000.0,Iran,IR,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_IR,Mine: Total,65800.0,84300.0,105000.0,86600.0,118000.0,102000.0,109000.0,117000.0,138000.0,141000.0,135000.0,133000.0,133000.0,142000.0,151000.0,160000.0,217000.0,245000.0,248000.0,263000.0,256000.0,259000.0,Iran,IR,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_JP,Mine: Concentrates,12900.0,12400.0,12100.0,10300.0,6040.0,2380.0,1150.0,932.0,1070.0,1040.0,1210.0,744.0,,,,,,,,,,,Japan,JP,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_JP,Mine: Total,12900.0,12400.0,12100.0,10300.0,6040.0,2380.0,1150.0,932.0,1070.0,1040.0,1210.0,744.0,,,,,,,,,,,Japan,JP,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_KZ,Mine: Concentrates,,,270000.0,265000.0,210000.0,200000.0,250000.0,316000.0,338000.0,374000.0,430000.0,470000.0,490000.0,485000.0,462000.0,422000.0,434000.0,440000.0,465000.0,455000.0,427000.0,417000.0,Kazakhstan,KZ,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_KZ,Mine: Total,,,270000.0,265000.0,210000.0,200000.0,250000.0,316000.0,338000.0,374000.0,430000.0,470000.0,490000.0,485000.0,462000.0,422000.0,434000.0,440000.0,465000.0,455000.0,427000.0,417000.0,Kazakhstan,KZ,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_KP,Mine: Concentrates,15000.0,15000.0,16000.0,16000.0,16000.0,16000.0,16000.0,16000.0,14000.0,14000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,"Korea, North",KP,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_KP,Mine: Total,15000.0,15000.0,16000.0,16000.0,16000.0,16000.0,16000.0,16000.0,14000.0,14000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,"Korea, North",KP,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_KR,Mine: Concentrates,53.0,5.0,4.0,5.0,5.0,31.0,3.0,,41.0,,,,,,,4000.0,3.0,6.0,4.0,14.0,9.0,10.0,"Korea, Republic of",KR,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_KR,Mine: Total,53.0,5.0,4.0,5.0,5.0,31.0,3.0,,41.0,,,,,,,4000.0,3.0,6.0,4.0,14.0,9.0,10.0,"Korea, Republic of",KR,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_LA,Mine: Concentrates ,,,,,,,,,,,,,,,,,,,24900.0,54000.0,67800.0,60000.0,Laos,LA,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_LA,"Mine: Leaching, electrowon  ",,,,,,,,,,,,,,,,30500.0,60800.0,62500.0,64100.0,67600.0,64200.0,79000.0,Laos,LA,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_LA,Mine: Total,,,,,,,,,,,,,,,,30500.0,60800.0,62500.0,89000.0,122000.0,132000.0,139000.0,Laos,LA,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MK,Mine: Concentrates,,,7200.0,7220.0,7140.0,8560.0,8480.0,13000.0,9100.0,10200.0,6000.0,9000.0,5600.0,2570.0,,,7000.0,7400.0,8400.0,7600.0,7900.0,7900.0,Macedonia,MK,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MK,Mine: Total,,,7200.0,7220.0,7140.0,8560.0,8480.0,13000.0,9100.0,10200.0,6000.0,9000.0,5600.0,2570.0,,,7000.0,7400.0,8400.0,7600.0,7900.0,7900.0,Macedonia,MK,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MY,Mine: Concentrates,24300.0,25600.0,28600.0,25200.0,25300.0,20800.0,20200.0,18800.0,13900.0,4600.0,,,,,,,,,,,,,Malaysia,MY,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MY,Mine: Total,24300.0,25600.0,28600.0,25200.0,25300.0,20800.0,20200.0,18800.0,13900.0,4600.0,,,,,,,,,,,,,Malaysia,MY,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MR,Mine: Concentrates,,,,,,,,,,,,,,,,,5030.0,32000.0,33100.0,35000.0,37000.0,35300.0,Mauritania,MR,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MR,Mine: Total,,,,,,,,,,,,,,,,,5030.0,32000.0,33100.0,35000.0,37000.0,35300.0,Mauritania,MR,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MX,Mine: Concentrates ,267000.0,260000.0,251000.0,277000.0,269000.0,295000.0,295000.0,342000.0,336000.0,330000.0,309000.0,311000.0,261000.0,279000.0,327000.0,336000.0,281000.0,277000.0,215000.0,171000.0,190000.0,308000.0,Mexico,MX,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MX,"Mine: Leaching, electrowon  ",26900.0,32100.0,27900.0,24100.0,25800.0,38900.0,45400.0,48200.0,48800.0,51000.0,55600.0,60500.0,69300.0,76400.0,78100.0,92700.0,46700.0,59000.0,54000.0,57200.0,80000.0,136000.0,Mexico,MX,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MX,Mine: Total,294000.0,292000.0,279000.0,301000.0,295000.0,334000.0,341000.0,391000.0,385000.0,381000.0,365000.0,371000.0,330000.0,356000.0,406000.0,429000.0,328000.0,336000.0,269000.0,228000.0,270000.0,444000.0,Mexico,MX,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MN,Mine: Concentrates,124000.0,90100.0,105000.0,96900.0,120000.0,122000.0,123000.0,124000.0,125000.0,127000.0,125000.0,134000.0,132000.0,132000.0,132000.0,127000.0,130000.0,130000.0,127000.0,130000.0,125000.0,122000.0,Mongolia,MN,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MN,Mine: Total,124000.0,90100.0,105000.0,96900.0,120000.0,122000.0,123000.0,124000.0,125000.0,127000.0,125000.0,134000.0,132000.0,132000.0,132000.0,127000.0,130000.0,130000.0,127000.0,130000.0,125000.0,122000.0,Mongolia,MN,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MA,Mine: Concentrates,16400.0,15800.0,14300.0,13000.0,13000.0,13600.0,14600.0,15400.0,8200.0,7750.0,7080.0,5400.0,5000.0,4900.0,4400.0,3800.0,4600.0,5570.0,5600.0,11800.0,11200.0,12000.0,Morocco,MA,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MA,Mine: Total,16400.0,15800.0,14300.0,13000.0,13000.0,13600.0,14600.0,15400.0,8200.0,7750.0,7080.0,5400.0,5000.0,4900.0,4400.0,3800.0,4600.0,5570.0,5600.0,11800.0,11200.0,12000.0,Morocco,MA,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MZ,Mine: Concentrates,28.0,,,,,,,,,,,,,,,,,,,,,,Mozambique,MZ,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_MZ,Mine: Total,28.0,,,,,,,,,,,,,,,,,,,,,,Mozambique,MZ,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_NA,Mine: Concentrates,27800.0,31700.0,31300.0,29500.0,26600.0,22500.0,14800.0,17900.0,7500.0,,5620.0,12400.0,18000.0,16200.0,11200.0,10900.0,6260.0,6580.0,7470.0,,,3600.0,Namibia,NA,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_NA,Mine: Total,27800.0,31700.0,31300.0,29500.0,26600.0,22500.0,14800.0,17900.0,7500.0,,5620.0,12400.0,18000.0,16200.0,11200.0,10900.0,6260.0,6580.0,7470.0,,,3600.0,Namibia,NA,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_NP,Mine: Concentrates,3.0,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,Nepal,NP,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_NP,Mine: Total,3.0,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,Nepal,NP,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_NO,Mine: Concentrates,19700.0,17400.0,12700.0,8700.0,7410.0,6800.0,7400.0,6670.0,2700.0,,,,,,,,,,,,,,Norway,NO,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_NO,Mine: Total,19700.0,17400.0,12700.0,8700.0,7410.0,6800.0,7400.0,6670.0,2700.0,,,,,,,,,,,,,,Norway,NO,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_OM,Mine: Concentrates,14000.0,14000.0,13600.0,8800.0,4300.0,,,,,,,,,,,,,,,,,,Oman,OM,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_OM,Mine: Total,14000.0,14000.0,13600.0,8800.0,4300.0,,,,,,,,,,,,,,,,,,Oman,OM,National,USGS,Metric tons,Annual production,Copper|Mining
Copper|Mining_Annual production_PK,Mine: Concentrates,,,,,,,,,,,,,,3200.0,15000.0,17700.0,19100.0,18800.0,18700.0,18500.0,18000.0,19000.0,Pakistan,PK,National,USGS,Metric tons,Annual production,Copper|Mining
