ID,2010,2012,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-Acid Battery Storage_Cumulative Rated Power_JP,4500,4600,5095,Lead-Acid Battery Storage,Japan,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,JP
Lead-Acid Battery Storage_Cumulative Rated Capacity_JP,4500,4600,5095,Lead-Acid Battery Storage,Japan,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,JP
