ID,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Neoprene Rubber_Price_World,43.95807771,43.86836735,44.00307062,44.00307062,44.1386037,43.60141988,41.68055556,39.86200194,39.44038462,38.65975495,37.08679928,35.26913156,34.35343384,PCDB,Price,Neoprene Rubber,Global,World,World,Price (1966 USD/lbs)
Neoprene Rubber_Annual production_World,301.1,265.4,288.7,288.7,316.7,313.6,320.3,329.3,340.5,349.4,360.0,360.0,360.0,PCDB,Annual production,Neoprene Rubber,Global,World,World,Yearly Production (Mil. lbs)
