ID,2008,2013,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_FR,107,3409,9292,12292,Lithium-Ion Battery Storage,France,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,FR
Lithium-Ion Battery Storage_Cumulative Rated Capacity_FR,107,3409,9292,12292,Lithium-Ion Battery Storage,France,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,FR
