ID,1974,1979,1986,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_NO,40000,310000,967000,Pumped Hydro Storage,Norway,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,NO
Pumped Hydro Storage_Cumulative Rated Capacity_NO,40000,310000,967000,Pumped Hydro Storage,Norway,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,NO
