ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel battery storage_Cumulative Total Capacity_NL,5000,Flywheel battery storage,Netherlands,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,NL
