ID,2020,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_GT,1,Guatemala,National,GT,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
