ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Nickel-based battery_Cumulative Total Capacity_QA,2000,Nickel-based battery,Qatar,kW,DOE Global Energy Storage Database,Cumulative Total Capacity,National,QA
