ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_FO,2300,Lithium-Ion Battery Storage,Faroe Islands,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,FO
Lithium-Ion Battery Storage_Cumulative Rated Capacity_FO,2300,Lithium-Ion Battery Storage,Faroe Islands,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,FO
