ID,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,Technology Name,Country Name,Country Code,Spatial Scale,Unit,Metric,Data Source
Nox pollution controls (boilers)_Share of Boilers_US,16.0,20.0,22.0,26.0,37.0,43.0,47.0,50.0,56.0,61.0,64.0,72.0,77.0,82.0,88.0,92.0,Nox pollution controls (boilers),United States,US,National,Percentage,Share of Boilers,OWD
