ID,2018,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Space Launches_Yearly Launches_BT,1,Bhutan,National,BT,UNOOSA,Yearly Launches,Number of objects launched into space,Space Launches
