ID,2012,2013,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Electro-Chemical Capacitor_Cumulative Rated Power_KR,2340.0,7600.0,8800.0,Electro-Chemical Capacitor,South Korea,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,KR
Electro-Chemical Capacitor_Cumulative Rated Capacity_KR,0.0,0.0,0.0,Electro-Chemical Capacitor,South Korea,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,KR
