ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Metric,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Unit
Offshore Wind Energy_Levelized Cost of Energy_World,0.1707826,0.161125473,0.13536467,0.125755193,0.178023346,0.151354885,0.148652571,0.213507048,0.210722983,0.19494483,0.187856771,0.197548774,0.166600584,0.166661639,0.172199247,0.140527413,0.116323083,0.106152175,0.100048714,0.086387643,0.086265749,0.075166967,Levelized Cost of Energy,Offshore Wind Energy,World,World,Global,IRENA,2021 USD/kWh
