ID,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Low-Density Polyethylene_Price_World,33.37643379,33.03199174,28.65235174,23.52857143,21.2691914,18.60184237,17.05338809,17.06592292,17.15079365,14.31681244,11.66730769,11.4137606,11.36166365,10.85898538,10.20268007,PCDB,Price,Low-Density Polyethylene,Global,World,World,Price (1966 USD/lbs)
Low-Density Polyethylene_Annual production_World,794.3,1079.6,1112.7,1319.6,1592.5,1745.0,1995.1,2262.9,2647.6,2716.4,3306.5,3880.3,4239.6,4491.5,5274.2,PCDB,Annual production,Low-Density Polyethylene,Global,World,World,Yearly Production (Mil. lbs)
